300,-2.8789,-0.81194,-4.9459
387,-10.313,-8.2922,-12.335
500,-12.596,-10.293,-14.9
646,-13.904,-11.492,-16.315
835,-14.609,-12.184,-17.033
1078,-15.223,-12.755,-17.691
1392,-15.707,-13.168,-18.245
1798,-15.978,-13.427,-18.53
2323,-16.18,-13.613,-18.748
3000,-16.332,-13.74,-18.924
