300,-1.5978,-0.09433,-3.1012
387,-8.0367,-6.687,-9.3865
500,-10.284,-9.0039,-11.564
646,-11.295,-9.9981,-12.591
835,-12.09,-10.771,-13.41
1078,-12.625,-11.27,-13.98
1392,-13,-11.636,-14.364
1798,-13.256,-11.891,-14.621
2323,-13.444,-12.076,-14.811
3000,-13.635,-12.247,-15.024
